grid,node,unit,input_output,dummy,capacity,useInitialGeneration,initialGeneration,conversionCoeff,maxRampUp,maxRampDown,upperLimitCapacityRatio,unitSize,invCosts,annuity,fomCosts,vomCosts,startCostHot,startCostWarm,startCostCold,startFuelConsHot,startfuelConsWarm,startFuelConsCold
all,FI00_elec,U_FI00_windOffshore,output,,46,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,FR00_elec,U_FR00_windOffshore,output,,5000,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,LT00_elec,U_LT00_windOffshore,output,,500,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,LV00_elec,U_LV00_windOffshore,output,,130.4554455,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,NL00_elec,U_NL00_windOffshore,output,,10000,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,PL00_elec,U_PL00_windOffshore,output,,3900,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,SE03_elec,U_SE03_windOffshore,output,,810,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,SE04_elec,U_SE04_windOffshore,output,,340,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,UK00_elec,U_UK00_windOffshore,output,,21035,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,DE00_elec,U_DE00_windOnshore,output,,109824.75,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,DKE1_elec,U_DKE1_windOnshore,output,,1450,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,DKW1_elec,U_DKW1_windOnshore,output,,4800,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,EE00_elec,U_EE00_windOnshore,output,,4726.505414,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,FI00_elec,U_FI00_windOnshore,output,,22267.74375,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,FR00_elec,U_FR00_windOnshore,output,,90342.56076,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,LT00_elec,U_LT00_windOnshore,output,,3641.613328,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,LV00_elec,U_LV00_windOnshore,output,,2181.112351,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,NL00_elec,U_NL00_windOnshore,output,,18966.49894,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,NOM1_elec,U_NOM1_windOnshore,output,,2842.918919,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,NON1_elec,U_NON1_windOnshore,output,,3039,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,NOS0_elec,U_NOS0_windOnshore,output,,4406,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,PL00_elec,U_PL00_windOnshore,output,,24850.66744,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,SE01_elec,U_SE01_windOnshore,output,,5498.796795,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,SE02_elec,U_SE02_windOnshore,output,,8922.412188,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,SE03_elec,U_SE03_windOnshore,output,,10000,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,SE04_elec,U_SE04_windOnshore,output,,11924.24751,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,UK00_elec,U_UK00_windOnshore,output,,26897.30381,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,DE00_elec,U_DE00_PV,output,,145223.8664,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,DKE1_elec,U_DKE1_PV,output,,1956,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,DKW1_elec,U_DKW1_PV,output,,4565,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,EE00_elec,U_EE00_PV,output,,839,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,FI00_elec,U_FI00_PV,output,,5794.4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,FR00_elec,U_FR00_PV,output,,77979.2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,LT00_elec,U_LT00_PV,output,,2552.906582,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,LV00_elec,U_LV00_PV,output,,500,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,NL00_elec,U_NL00_PV,output,,24580,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,NOS0_elec,U_NOS0_PV,output,,2000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,PL00_elec,U_PL00_PV,output,,32189.63997,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,SE02_elec,U_SE02_PV,output,,200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,SE03_elec,U_SE03_PV,output,,7047.142857,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,SE04_elec,U_SE04_PV,output,,3345,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,UK00_elec,U_UK00_PV,output,,61201.13999,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,DE00_elec,U_DE00_gasCCGTNew,output,,6750.48,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,FR00_elec,U_FR00_gasCCGTNew,output,,414,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,PL00_elec,U_PL00_gasCCGTNew,output,,5001.0000003,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,UK00_elec,U_UK00_gasCCGTNew,output,,19324.9999999,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,DE00_elec,U_DE00_gasCCGTOld1,output,,3101.35,0,0,1,0.02,0.05,0,0,0,0,0,1.6,72.83,72.83,79.09,0.31666666666666665,0.586111111111111,0.7472222222222222
all,NL00_elec,U_NL00_gasCCGTOld1,output,,844.5,0,0,1,0.02,0.05,0,0,0,0,0,1.6,72.83,72.83,79.09,0.31666666666666665,0.586111111111111,0.7472222222222222
all,UK00_elec,U_UK00_gasCCGTOld1,output,,465,0,0,1,0.02,0.05,0,0,0,0,0,1.6,72.83,72.83,79.09,0.31666666666666665,0.586111111111111,0.7472222222222222
all,DE00_elec,U_DE00_gasCCGTOld2,output,,5448.06,0,0,1,0.02,0.05,0,0,0,0,0,1.6,43.07,43.07,61.86,0.31666666666666665,0.586111111111111,0.7472222222222222
all,NL00_elec,U_NL00_gasCCGTOld2,output,,1653,0,0,1,0.02,0.05,0,0,0,0,0,1.6,43.07,43.07,61.86,0.31666666666666665,0.586111111111111,0.7472222222222222
all,UK00_elec,U_UK00_gasCCGTOld2,output,,14287.1000376,0,0,1,0.02,0.05,0,0,0,0,0,1.6,43.07,43.07,61.86,0.31666666666666665,0.586111111111111,0.7472222222222222
all,FR00_elec,U_FR00_gasCCGTpresent1,output,,792,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,LV00_elec,U_LV00_gasCCGTpresent1,output,,99,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,SE03_elec,U_SE03_gasCCGTpresent1,output,,267,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,FR00_elec,U_FR00_gasCCGTpresent2,output,,5346.9999996,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,LT00_elec,U_LT00_gasCCGTpresent2,output,,432,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,NL00_elec,U_NL00_gasCCGTpresent2,output,,6154.9999995,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,UK00_elec,U_UK00_gasCCGTpresent2,output,,910,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,DE00_elec,U_DE00_reservoirTurbine,output,,1297,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,FI00_elec,U_FI00_reservoirTurbine,output,,3200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,FR00_elec,U_FR00_reservoirTurbine,output,,8200,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,PL00_elec,U_PL00_reservoirTurbine,output,,183.8000031,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,SE01_elec,U_SE01_reservoirTurbine,output,,5315,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,SE02_elec,U_SE02_reservoirTurbine,output,,8055,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,SE03_elec,U_SE03_reservoirTurbine,output,,2911,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,SE04_elec,U_SE04_reservoirTurbine,output,,349,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,DE00_elec,U_DE00_rorTurbine,output,,4036,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,FR00_elec,U_FR00_rorTurbine,output,,13600,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,LT00_elec,U_LT00_rorTurbine,output,,128,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,LV00_elec,U_LV00_rorTurbine,output,,1608.660522,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,NL00_elec,U_NL00_rorTurbine,output,,46.57143021,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,PL00_elec,U_PL00_rorTurbine,output,,536.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,UK00_elec,U_UK00_rorTurbine,output,,1969.352051,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,DE00_elec,U_DE00_gasOld1,output,,1507,0,0,1,0.15,0.15,0,0,0,0,0,1.1,68.13,68.13,69.69,0.31666666666666665,0.586111111111111,0.7472222222222222
all,UK00_elec,U_UK00_gasOld1,output,,57,0,0,1,0.15,0.15,0,0,0,0,0,1.1,68.13,68.13,69.69,0.31666666666666665,0.586111111111111,0.7472222222222222
all,DE00_elec,U_DE00_gasOld2,output,,1120.16999808,0,0,1,0.15,0.15,0,0,0,0,0,1.1,45.42,45.42,58.73,0.31666666666666665,0.586111111111111,0.7472222222222222
all,DE00_elec,U_DE00_psOpenTurbine,output,,1644,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,FR00_elec,U_FR00_psOpenTurbine,output,,1700,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,NOM1_elec,U_NOM1_psOpenTurbine,output,,5381.399902,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,NON1_elec,U_NON1_psOpenTurbine,output,,5900.399902,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,NOS0_elec,U_NOS0_psOpenTurbine,output,,24780.40039,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,PL00_elec,U_PL00_psOpenTurbine,output,,178.6999969,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,PL00_elec,U_PL00_ligniteNew,output,,451.3599854,0,0,1,0.02,0.05,0,0,0,0,0,3.3,42.29,42.29,57.17,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,PL00_elec,U_PL00_ligniteOld1,output,,237,0,0,1,0.02,0.05,0,0,0,0,0,3.3,69.69,69.69,93.97,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,PL00_elec,U_PL00_hardcoalNew,output,,4450,0,0,1,0.04,0.05,0,0,0,0,0,3.3,42.29,42.29,57.17,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,PL00_elec,U_PL00_hardcoalOld1,output,,563.7288462,0,0,1,0.02,0.05,0,0,0,0,0,3.3,69.69,69.69,93.97,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,PL00_elec,U_PL00_hardcoalOld2,output,,1236.520608,0,0,1,0.02,0.05,0,0,0,0,0,3.3,50.12,50.12,81.44,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,FI00_elec,U_FI00_hardcoalNewBio,output,,471.9999999,0,0,1,0.04,0.05,0,0,0,0,0,3.3,42.29,42.29,57.17,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,NL00_elec,U_NL00_hardcoalNewBio,output,,3381,0,0,1,0.04,0.05,0,0,0,0,0,3.3,42.29,42.29,57.17,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,UK00_elec,U_UK00_hardcoalNewBio,output,,285,0,0,1,0.04,0.05,0,0,0,0,0,3.3,42.29,42.29,57.17,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,UK00_elec,U_UK00_hardcoalOldBio,output,,12,0,0,1,0.02,0.05,0,0,0,0,0,3.3,69.69,69.69,93.97,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,DKE1_elec,U_DKE1_hardcoalOld2Bio,output,,320,0,0,1,0.02,0.05,0,0,0,0,0,3.3,50.12,50.12,81.44,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,DKW1_elec,U_DKW1_hardcoalOld2Bio,output,,447,0,0,1,0.02,0.05,0,0,0,0,0,3.3,50.12,50.12,81.44,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,UK00_elec,U_UK00_hardcoalOld2Bio,output,,3402,0,0,1,0.02,0.05,0,0,0,0,0,3.3,50.12,50.12,81.44,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,EE00_elec,U_EE00_oilshaleNewBio,output,,660,0,0,1,0.08,0.08,0,0,0,0,0,3.3,42,42,57.17,0.8111111111111111,1.3888888888888888,1.6194444444444445
all,DE00_elec,U_DE00_gasOCGTnew,output,,3181.74,0,0,1,0.12,0.12,0,0,0,0,0,1.6,20.36,20.36,24.28,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,FI00_elec,U_FI00_gasOCGTnew,output,,87,0,0,1,0.12,0.12,0,0,0,0,0,1.6,20.36,20.36,24.28,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,FR00_elec,U_FR00_gasOCGTnew,output,,392,0,0,1,0.12,0.12,0,0,0,0,0,1.6,20.36,20.36,24.28,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,NL00_elec,U_NL00_gasOCGTnew,output,,602.79999885,0,0,1,0.12,0.12,0,0,0,0,0,1.6,20.36,20.36,24.28,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,PL00_elec,U_PL00_gasOCGTnew,output,,5000,0,0,1,0.12,0.12,0,0,0,0,0,1.6,20.36,20.36,24.28,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,DE00_elec,U_DE00_gasOCGTold,output,,69.59799703,0,0,1,0.08,0.08,0,0,0,0,0,1.6,52.47,52.47,52.47,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,FI00_elec,U_FI00_gasOCGTold,output,,38,0,0,1,0.08,0.08,0,0,0,0,0,1.6,52.47,52.47,52.47,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,NL00_elec,U_NL00_gasOCGTold,output,,40,0,0,1,0.08,0.08,0,0,0,0,0,1.6,52.47,52.47,52.47,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,SE02_elec,U_SE02_gasOCGTold,output,,53.7480011,0,0,1,0.08,0.08,0,0,0,0,0,1.6,52.47,52.47,52.47,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,SE03_elec,U_SE03_gasOCGTold,output,,57.04100037,0,0,1,0.08,0.08,0,0,0,0,0,1.6,52.47,52.47,52.47,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,UK00_elec,U_UK00_gasOCGTold,output,,2128.0000005,0,0,1,0.08,0.08,0,0,0,0,0,1.6,52.47,52.47,52.47,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,LT00_elec,U_LT00_HFOOld1,output,,150,0,0,1,0.08,0.08,0,0,0,0,0,3.3,70,70,93.97,0.31666666666666665,0.586111111111111,0.7472222222222222
all,UK00_elec,U_UK00_HFOOld1,output,,303.00000003,0,0,1,0.08,0.08,0,0,0,0,0,3.3,70,70,93.97,0.31666666666666665,0.586111111111111,0.7472222222222222
all,FR00_elec,U_FR00_nuclear,output,,48982,0,0,1,0.05,0.05,0,0,0,0,0,1,200,200,250,1.0805555555555555,1.0805555555555555,1.0805555555555555
all,PL00_elec,U_PL00_nuclear,output,,4500,0,0,1,0.05,0.05,0,0,0,0,0,1,200,200,250,1.0805555555555555,1.0805555555555555,1.0805555555555555
all,UK00_elec,U_UK00_nuclear,output,,9023,0,0,1,0.05,0.05,0,0,0,0,0,1,200,200,250,1.0805555555555555,1.0805555555555555,1.0805555555555555
all,DE00_elec,U_DE00_LFO,output,,223.80999948,0,0,1,0.08,0.08,0,0,0,0,0,1.1,36,36,38.4,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,UK00_elec,U_UK00_LFO,output,,68,0,0,1,0.08,0.08,0,0,0,0,0,1.1,36,36,38.4,0.016666666666666666,0.016666666666666666,0.019444444444444445
all,SE02_elec,U_SE02_dheat_CHPwaste,output,,103,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,SE02_elec,U_SE02_dheat_CHPbio,output,,50,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,SE03_elec,U_SE03_dheat_CHPwaste,output,,700,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,SE03_elec,U_SE03_dheat_CHPbio,output,,450,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,SE04_elec,U_SE04_dheat_CHPwaste,output,,150,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,SE04_elec,U_SE04_dheat_CHPbio,output,,150,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,DE00_elec,U_DE00_dheat_CHPbio,output,,3000,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,DE00_elec,U_DE00_dheat_CHPwaste,output,,3000,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,DE00_elec,U_DE00_dheat_CHPcoal,output,,1500,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,PL00_elec,U_PL00_dheat_CHPbio,output,,850,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,PL00_elec,U_PL00_dheat_CHPwaste,output,,850,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,PL00_elec,U_PL00_dheat_CHPcoal,output,,1500,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,DKE1_elec,U_DKE1_dheat_CHPwaste,output,,320,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,DKE1_elec,U_DKE1_dheat_CHPbio,output,,900,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,FI00_elec,U_Helsinki_dheat_CCGTCHPgas,output,,470,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,FI00_elec,U_Tampere_dheat_CHPbio,output,,60,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,FI00_elec,U_Tampere_dheat_CCGTCHPgas,output,,140,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,FI00_elec,U_Jyvaskyla_dheat_CHPbio,output,,125,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,FI00_elec,U_Turku_dheat_CHPbio,output,,146,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,FI00_elec,U_Vantaa_dheat_CHPwaste,output,,35,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,FI00_elec,U_Vantaa_dheat_CHPbio,output,,30,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,FI00_elec,U_Vantaa_dheat_CCGTCHPgas,output,,90,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,FI00_elec,U_Oulu_dheat_CHPbio,output,,100,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,FI00_elec,U_FI00_others_dheat_CHPwaste,output,,35,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,FI00_elec,U_FI00_others_dheat_CHPbio,output,,500,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,FI00_elec,U_FI00industry_CHPrecboiler,output,,1400,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
all,FI00_elec,U_FI00_hydrogenOCGT,output,,50,0,0,1,1,1,0,0,0,0,0,2,15,15,30,0.0,0.0,0.0
all,SE01_elec,U_SE01_hydrogenOCGT,output,,50,0,0,1,1,1,0,0,0,0,0,2,15,15,30,0.0,0.0,0.0
all,LT00_elec,U_LT00_gasCCGTpresent1,output,,1350,0,0,1,0.04,0.05,0,0,0,0,0,1.6,25.06,25.06,36.02,0.31666666666666665,0.586111111111111,0.7472222222222222
all,FI00_elec,U_FI00_nuclear,output,,3500,0,0,1,0.05,0.05,0,0,0,0,0,1,200,200,250,1.0805555555555555,1.0805555555555555,1.0805555555555555
all,SE03_elec,U_SE03_nuclear,output,,5800,0,0,1,0.05,0.05,0,0,0,0,0,1,200,200,250,1.0805555555555555,1.0805555555555555,1.0805555555555555
all,DE00_elec,U_DE00_Batterydisch,output,,15400.83628,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,DKE1_elec,U_DKE1_Batterydisch,output,,687.6780807,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,DKW1_elec,U_DKW1_Batterydisch,output,,1252.020267,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,EE00_elec,U_EE00_Batterydisch,output,,250.6031846,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,FI00_elec,U_FI00_Batterydisch,output,,700,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,FR00_elec,U_FR00_Batterydisch,output,,17692.23755,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,LT00_elec,U_LT00_Batterydisch,output,,397.0388577,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,LV00_elec,U_LV00_Batterydisch,output,,223.1933053,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,NL00_elec,U_NL00_Batterydisch,output,,3297.528336,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,NOM1_elec,U_NOM1_Batterydisch,output,,700.1983188,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,NON1_elec,U_NON1_Batterydisch,output,,519.8187058,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,NOS0_elec,U_NOS0_Batterydisch,output,,2877.824044,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,PL00_elec,U_PL00_Batterydisch,output,,1000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,SE01_elec,U_SE01_Batterydisch,output,,323.0321179,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,SE02_elec,U_SE02_Batterydisch,output,,561.0618109,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,SE03_elec,U_SE03_Batterydisch,output,,2669.251168,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,SE04_elec,U_SE04_Batterydisch,output,,717.9332592,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,UK00_elec,U_UK00_Batterydisch,output,,7042.485,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,DE00_elec,U_DE00_psclosedturbine,output,,8393,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,FR00_elec,U_FR00_psclosedturbine,output,,1800,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,LT00_elec,U_LT00_psclosedturbine,output,,1125,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,PL00_elec,U_PL00_psclosedturbine,output,,1323.099976,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,UK00_elec,U_UK00_psclosedturbine,output,,4004,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
all,SE02_dheat,U_SE02_dheat_GSHP,output,,200,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
all,SE02_dheat,U_SE02_dheat_CHPwaste,output,,309,0,0,1,0.05,0.05,0,0,0,0,0,2,70,70,150,0.5388888888888889,0.5388888888888889,0.5388888888888889
